rainfall_mm,avg_temp_c,soil_ph,humidity_pct,sunlight_hours,fertilizer_kg_ha,planting_density_k_ha,pest_incidence_pct,variety,soil_type,yield_tonnes_ha
1615.3,25.8,5.65,92.8,5.0,43.8,11.62,3.8,TMS 30572,Sandy,25.26
1369.2,27.5,5.89,68.6,5.3,177.8,5.73,10.0,TMS 30572,Clay,28.6
1378.4,26.7,5.46,83.0,6.83,113.5,8.54,22.2,TMS 30572,Sandy-Loam,26.58
1456.0,25.8,5.21,70.5,6.91,113.2,17.6,0.0,TMS 30572,Sandy,20.66
1427.7,24.2,6.22,64.2,5.18,173.7,7.58,13.6,TMS 30572,Sandy,24.94
1284.4,28.8,5.11,67.0,6.55,140.1,12.87,32.7,TME 419,Sandy,23.81
1231.3,23.0,5.71,68.0,7.26,48.9,8.54,3.7,Local,Sandy,19.08
1181.2,29.3,5.3,77.2,5.12,100.5,11.27,15.8,TMS 98/0505,Sandy,23.96
973.8,24.0,6.38,86.5,7.83,159.7,11.64,37.0,Local,Clay,21.1
1115.8,24.7,7.26,74.3,6.05,150.6,12.82,21.3,TME 419,Loam,26.22
692.1,22.6,5.09,84.2,8.01,135.7,9.5,16.3,TMS 30572,Sandy-Loam,25.61
1170.5,25.5,4.7,58.4,5.86,176.0,14.97,20.1,TME 419,Loam,22.43
903.4,29.9,5.91,65.0,5.27,98.3,8.53,11.0,Local,Loam,24.26
868.9,28.5,6.01,61.3,5.95,130.7,10.59,28.0,Local,Clay,22.95
1254.0,29.9,6.15,73.8,6.39,0.0,10.61,11.0,TMS 30572,Sandy-Loam,23.46
1617.6,28.6,5.69,65.7,6.03,93.0,7.2,0.0,TMS 98/0505,Loam,32.52
1475.5,23.7,5.86,78.8,6.24,165.8,9.29,11.1,TME 419,Loam,27.44
728.8,26.0,6.26,58.8,6.9,96.6,10.4,5.3,TME 419,Sandy-Loam,28.56
903.1,24.7,6.73,70.5,6.29,92.0,8.92,12.2,TME 419,Loam,27.32
1482.2,31.0,4.63,78.2,6.42,57.5,16.1,12.4,Local,Sandy,14.46
905.3,23.4,5.74,45.2,4.45,180.2,7.9,27.0,Local,Loam,21.01
1132.6,29.7,6.15,95.5,6.97,152.9,12.95,22.0,Local,Clay,22.92
1365.0,29.7,5.36,66.6,6.39,169.5,12.14,17.6,TME 419,Sandy,24.59
909.5,32.5,7.21,45.7,8.43,16.4,9.97,15.0,Local,Loam,22.25
1231.6,25.8,5.56,71.9,5.37,110.4,7.84,4.4,Local,Loam,27.23
799.8,29.1,5.97,70.4,4.33,103.2,8.08,0.0,TMS 30572,Sandy-Loam,26.79
1019.6,33.8,6.39,69.0,7.24,103.2,8.71,16.1,TMS 98/0505,Loam,27.23
1295.9,25.1,5.59,81.9,6.92,83.0,5.54,22.9,TMS 98/0505,Loam,26.51
722.1,22.4,4.71,79.0,5.29,99.2,7.49,13.9,TMS 30572,Loam,22.07
1332.1,21.4,5.7,73.6,4.66,171.0,6.29,9.7,Local,Loam,24.42
1194.1,29.1,6.72,75.4,8.34,5.2,13.36,19.6,TMS 30572,Clay,24.92
1365.7,21.4,5.76,68.7,8.2,226.6,11.55,14.2,Local,Clay,21.33
1267.2,25.9,5.41,91.3,3.52,149.0,11.96,31.9,TMS 30572,Clay,24.04
1609.2,28.3,6.65,52.2,5.95,117.5,11.47,27.3,TMS 30572,Sandy-Loam,28.55
1237.6,27.6,5.77,71.7,8.5,174.4,10.42,24.6,TMS 30572,Sandy-Loam,31.59
1071.2,28.3,5.64,70.8,5.93,32.9,13.65,22.6,TMS 98/0505,Loam,28.12
1236.7,27.7,6.1,79.8,5.91,80.1,8.47,2.1,TMS 30572,Sandy-Loam,26.13
1363.0,30.8,6.54,59.9,6.16,112.7,10.27,21.6,TMS 30572,Sandy,25.62
1214.7,24.1,7.67,49.1,5.15,201.9,11.87,18.8,Local,Clay,19.62
1212.2,25.0,6.58,71.9,4.45,117.2,6.7,21.1,TMS 98/0505,Loam,28.98
989.4,24.7,6.81,73.4,7.76,147.0,17.74,19.9,Local,Sandy-Loam,21.68
1001.1,29.5,5.65,87.9,4.29,84.6,10.07,19.5,TMS 98/0505,Loam,29.08
779.2,29.7,5.28,54.8,6.8,149.2,10.35,42.0,TME 419,Clay,20.63
1724.9,28.4,6.04,83.9,7.56,220.6,13.14,14.2,Local,Sandy-Loam,23.49
826.8,30.6,6.08,98.4,4.76,179.7,12.29,24.4,TMS 30572,Clay,24.32
992.1,23.5,5.25,65.5,5.39,115.1,10.1,10.3,Local,Clay,22.08
984.5,32.0,5.88,54.5,7.96,160.5,10.33,22.9,TMS 30572,Sandy,24.01
1468.5,31.6,6.28,65.1,7.14,154.7,6.24,24.4,Local,Sandy,21.25
1111.5,29.2,6.25,70.2,5.76,150.4,8.61,18.6,TMS 98/0505,Sandy-Loam,29.81
1574.3,32.3,6.35,76.8,7.94,186.7,11.29,31.7,TMS 30572,Clay,27.95
998.0,22.0,6.2,62.9,7.95,186.3,11.11,6.2,TMS 30572,Loam,29.38
1283.7,25.4,5.65,88.7,6.82,112.4,13.05,10.1,TME 419,Loam,26.25
949.4,24.8,5.64,56.6,5.42,158.5,9.7,17.1,Local,Sandy,21.31
1843.5,29.2,5.16,49.1,6.0,97.0,6.53,23.8,TMS 30572,Loam,27.79
843.7,23.8,7.25,83.3,6.84,64.6,12.64,16.8,Local,Loam,22.63
1292.9,29.3,6.01,42.7,6.27,103.8,13.59,27.9,TME 419,Sandy,21.88
1390.1,31.1,5.84,67.6,7.63,115.4,12.25,8.4,TMS 30572,Sandy,25.17
1324.1,29.1,5.35,100.0,4.66,20.3,9.59,3.6,TME 419,Loam,25.28
1144.4,27.9,8.05,69.9,4.71,171.6,12.61,18.1,Local,Loam,22.58
1161.1,24.0,5.25,56.6,6.72,0.0,18.57,14.2,Local,Sandy,11.68
1213.1,24.5,5.7,69.3,5.91,282.9,10.29,20.4,Local,Loam,24.29
1155.9,30.7,6.29,69.4,5.75,210.1,6.72,14.7,TMS 98/0505,Sandy-Loam,29.11
1489.2,29.3,6.42,71.9,4.38,104.3,8.53,11.6,Local,Loam,24.74
1863.2,26.9,6.67,77.9,6.52,120.6,11.56,14.3,TMS 98/0505,Sandy-Loam,30.38
1032.8,25.7,7.27,57.5,6.44,138.2,5.99,15.3,Local,Sandy-Loam,20.45
789.1,20.9,6.35,90.3,7.28,84.7,10.42,12.0,Local,Sandy,20.42
1173.5,23.8,5.26,72.9,6.58,131.6,10.95,13.0,TME 419,Sandy,24.17
1973.9,32.7,5.82,78.7,6.34,111.4,13.84,11.0,Local,Loam,23.94
958.9,23.2,6.22,62.5,7.91,114.3,13.28,23.6,TMS 30572,Loam,29.67
1691.7,27.6,7.45,85.4,4.93,130.9,12.16,16.9,TMS 98/0505,Loam,27.31
1703.3,30.0,5.02,66.9,7.14,41.2,4.59,37.6,Local,Loam,18.62
1033.9,23.2,6.84,73.3,4.49,122.4,12.3,16.6,TMS 30572,Clay,24.84
1370.7,27.6,6.13,58.8,5.49,129.8,11.76,9.5,TME 419,Sandy,25.67
1688.5,29.8,6.59,58.0,5.04,127.7,10.64,41.7,Local,Sandy-Loam,19.06
1086.3,27.0,5.93,78.3,7.44,107.1,5.67,19.1,Local,Sandy,23.15
1138.9,35.6,5.41,64.7,6.42,188.3,8.06,24.9,TMS 98/0505,Sandy-Loam,25.73
1025.5,22.0,6.53,59.8,6.48,98.8,7.08,20.9,Local,Sandy,17.45
895.6,30.2,6.46,62.3,5.17,133.6,4.96,21.2,TMS 98/0505,Sandy,21.64
1005.2,26.5,6.68,78.4,6.14,197.8,9.99,20.4,TME 419,Sandy,22.13
832.8,29.3,5.99,62.5,5.58,115.2,8.01,4.0,Local,Sandy-Loam,25.24
1210.2,28.3,5.58,68.6,6.96,132.9,16.56,18.7,TME 419,Sandy,22.38
969.0,24.8,4.91,70.2,5.31,114.2,9.58,1.8,TMS 30572,Clay,24.35
1270.1,27.7,6.57,47.0,8.1,194.2,13.23,13.3,TMS 30572,Sandy-Loam,29.34
733.2,21.4,6.3,52.3,4.49,104.5,6.08,7.7,TME 419,Clay,21.45
1299.3,28.8,5.32,74.0,5.53,197.0,8.67,18.6,TMS 98/0505,Loam,30.37
1450.1,27.9,5.62,61.2,8.51,113.8,10.24,18.3,Local,Sandy-Loam,24.67
601.9,28.9,5.67,82.7,5.98,68.4,7.73,19.8,TMS 98/0505,Sandy-Loam,26.18
1312.2,30.2,4.96,81.6,4.92,160.8,8.94,17.9,TMS 30572,Loam,25.14
1568.3,28.1,5.43,78.6,6.76,101.7,9.46,8.9,TMS 30572,Loam,28.4
837.1,27.4,5.21,91.8,5.93,157.2,9.42,12.4,TMS 30572,Sandy-Loam,27.64
1701.8,24.4,5.71,69.0,5.5,0.0,14.64,24.2,TME 419,Sandy-Loam,19.54
1325.7,24.9,5.48,77.8,5.18,120.3,10.95,25.7,TMS 30572,Loam,29.27
988.5,30.6,4.86,63.0,9.82,92.4,11.2,3.5,TME 419,Sandy-Loam,29.66
1183.3,31.3,7.42,99.4,6.2,56.2,11.35,0.0,TME 419,Loam,27.28
1367.5,26.3,6.88,93.8,4.19,86.8,11.53,7.7,TME 419,Loam,29.74
1222.8,27.1,5.45,70.1,8.29,85.6,9.79,25.5,Local,Sandy,21.98
1361.6,24.3,6.19,74.6,7.23,117.1,9.2,27.1,TME 419,Sandy,23.86
923.8,30.5,6.29,86.3,5.58,38.0,10.42,5.8,Local,Clay,22.22
1250.8,29.0,6.83,68.2,5.38,139.0,12.89,18.1,Local,Loam,27.1
775.9,32.8,5.43,62.1,7.31,202.0,12.82,33.3,TME 419,Sandy,20.89
1166.6,24.4,6.76,80.5,6.2,136.9,9.4,19.2,TMS 98/0505,Loam,28.15
928.8,25.9,5.62,70.9,4.19,168.5,11.92,29.2,TME 419,Loam,25.07
979.3,27.7,5.06,72.2,8.64,185.7,9.51,25.0,TMS 30572,Sandy-Loam,26.85
1570.8,28.9,6.51,60.0,5.98,194.2,10.08,5.9,Local,Sandy-Loam,24.03
1527.4,26.4,6.9,49.4,8.29,232.2,8.82,13.1,TME 419,Loam,31.14
1382.7,24.4,7.81,72.8,8.03,90.0,9.55,15.3,Local,Sandy-Loam,20.93
872.3,29.6,5.16,80.9,5.3,76.9,13.35,16.0,Local,Loam,23.4
1105.1,29.2,6.49,67.3,7.74,167.0,10.23,24.2,TMS 30572,Clay,26.9
1563.9,24.3,5.71,87.2,5.72,162.5,10.34,19.1,TMS 30572,Sandy-Loam,25.98
1242.5,31.1,6.55,61.6,4.26,166.5,6.38,0.0,Local,Loam,23.66
1895.8,30.5,4.97,57.3,5.99,233.4,9.23,1.9,TME 419,Clay,23.0
1318.0,27.4,5.12,69.2,6.98,120.7,9.4,0.0,TMS 98/0505,Loam,31.03
1257.6,27.2,5.46,69.0,5.94,145.6,7.93,16.8,Local,Loam,25.49
1107.3,28.7,6.06,79.2,6.13,61.2,10.05,17.4,Local,Loam,25.73
1240.1,24.4,5.55,60.7,7.87,248.1,8.93,17.8,TMS 30572,Sandy-Loam,26.59
1154.3,27.1,6.46,86.4,6.63,99.8,10.2,5.4,Local,Loam,26.33
1412.4,20.5,6.72,93.6,5.49,101.5,10.3,21.7,TMS 98/0505,Sandy-Loam,24.12
1487.0,29.6,6.42,69.5,7.34,99.2,7.61,22.2,TMS 30572,Sandy-Loam,28.63
964.2,22.3,7.13,85.0,6.74,81.3,9.0,2.4,TME 419,Loam,27.38
800.6,31.5,6.29,57.3,3.47,76.2,10.19,0.3,TME 419,Loam,25.93
649.1,26.0,5.15,82.9,7.01,88.6,12.96,15.0,TME 419,Clay,24.15
1352.4,26.4,6.95,82.6,6.97,38.1,10.64,32.9,Local,Loam,25.71
869.0,25.1,5.58,80.4,6.52,72.9,8.35,32.0,TMS 98/0505,Sandy,24.94
554.1,26.1,6.64,69.8,7.57,236.9,11.0,20.6,TMS 30572,Sandy-Loam,26.77
1316.6,31.3,7.1,34.5,5.69,164.1,14.27,7.7,Local,Clay,19.3
1947.9,19.5,6.32,62.3,6.9,175.6,12.29,23.9,TME 419,Loam,23.32
1198.2,30.8,4.95,62.5,4.62,190.6,11.37,10.5,Local,Clay,19.75
1451.5,28.0,5.36,58.3,6.99,230.0,11.81,7.3,Local,Sandy,22.6
1224.5,23.4,6.93,71.5,8.84,13.7,13.6,0.0,TMS 30572,Loam,26.25
1170.3,23.8,5.88,65.0,5.31,46.2,12.69,16.0,TMS 30572,Sandy-Loam,23.94
1475.7,32.0,6.06,60.1,5.59,71.8,11.42,8.7,TME 419,Sandy-Loam,27.31
1112.9,24.2,6.53,57.3,5.65,91.8,12.67,16.0,Local,Loam,23.78
1280.2,23.5,6.49,61.4,6.66,102.0,7.3,0.0,TMS 30572,Loam,28.93
1296.5,30.4,6.2,83.5,5.22,93.2,6.24,16.7,Local,Clay,20.08
999.6,28.0,5.85,62.1,7.01,133.2,10.39,0.0,TMS 30572,Loam,31.35
1497.6,24.2,5.78,63.8,7.52,122.1,10.17,25.9,TME 419,Sandy,22.94
1147.5,27.6,6.6,64.5,7.14,76.6,8.64,20.2,TMS 30572,Loam,28.91
973.3,23.9,6.39,74.1,4.38,0.0,12.06,12.2,TMS 98/0505,Clay,24.61
1361.0,30.3,5.82,75.5,7.69,60.4,5.34,20.6,TMS 98/0505,Sandy,26.13
930.5,30.2,6.76,33.5,7.62,87.0,8.66,5.2,TMS 98/0505,Sandy,23.36
1208.5,28.6,5.91,82.3,7.5,105.2,8.79,15.7,TMS 98/0505,Sandy,25.72
1197.3,28.1,5.4,87.2,6.95,52.2,5.91,22.9,TMS 30572,Loam,27.23
1525.8,32.3,5.47,57.4,6.76,90.6,13.74,0.0,TMS 98/0505,Loam,27.34
1342.4,27.0,5.31,58.3,7.74,52.1,6.6,10.5,TMS 98/0505,Loam,26.33
1192.5,23.5,5.81,64.6,8.81,112.5,8.53,14.8,TMS 30572,Loam,30.07
1445.3,28.3,6.86,60.9,5.36,55.6,12.27,13.0,Local,Sandy-Loam,23.39
1617.1,33.3,5.44,72.7,7.79,69.1,11.62,29.6,Local,Sandy,19.09
1367.3,24.0,6.13,46.6,6.4,41.5,7.23,3.8,TMS 30572,Loam,28.41
1203.1,25.9,5.54,56.6,6.34,110.8,11.71,8.8,TME 419,Sandy-Loam,27.43
806.4,28.2,5.82,88.5,4.66,68.0,10.72,0.0,TMS 30572,Clay,25.62
880.5,26.8,4.94,58.9,6.16,174.4,15.83,30.1,TME 419,Clay,21.63
1108.4,24.1,5.85,84.9,5.3,144.4,11.01,12.5,TME 419,Loam,30.28
1017.1,30.4,5.86,74.3,5.94,115.8,9.65,10.6,TMS 30572,Sandy,25.49
1143.9,34.0,6.38,48.3,5.18,72.2,7.86,14.5,TMS 98/0505,Clay,23.49
1217.0,27.6,6.16,77.6,5.96,142.8,8.14,21.4,Local,Clay,21.36
1358.9,24.3,5.16,68.6,6.01,161.4,7.94,18.5,TMS 98/0505,Sandy,23.7
1178.9,22.4,6.76,64.5,6.62,128.6,13.43,41.5,TMS 30572,Loam,25.68
1346.0,27.8,6.15,72.9,4.56,216.2,10.04,19.5,TME 419,Sandy-Loam,25.35
1219.3,30.3,6.14,75.7,4.77,147.6,11.41,10.3,TME 419,Sandy,26.27
607.4,28.4,5.99,78.5,6.93,174.8,13.79,9.4,Local,Loam,25.1
918.2,27.0,5.64,84.1,5.54,128.0,4.1,11.1,Local,Loam,20.87
1156.8,25.2,6.15,74.9,7.79,160.5,13.2,0.0,TME 419,Sandy-Loam,28.16
837.1,23.7,6.33,53.5,6.77,72.2,10.14,15.4,Local,Sandy-Loam,22.45
1380.0,29.5,4.78,64.3,7.23,92.5,11.09,22.8,Local,Clay,19.38
1659.2,29.7,5.62,100.0,8.19,141.0,7.93,8.9,TMS 30572,Loam,30.01
1565.6,22.4,5.82,78.7,6.13,140.5,8.11,6.9,TME 419,Sandy,24.28
1136.0,31.8,6.18,98.4,5.81,150.5,11.22,30.2,TMS 30572,Loam,29.19
1647.2,28.7,6.84,86.7,7.55,186.0,15.96,0.7,Local,Clay,21.95
1244.6,31.2,5.46,72.9,7.11,34.5,12.51,0.0,TMS 30572,Clay,25.1
1098.9,23.0,5.65,73.6,6.28,61.5,13.16,3.5,TMS 98/0505,Sandy-Loam,26.57
1016.0,22.9,5.64,69.6,8.17,133.8,9.52,0.0,TME 419,Loam,30.19
1109.3,26.6,5.44,49.1,6.25,76.5,8.5,18.9,TMS 98/0505,Clay,25.84
1083.5,28.5,5.76,70.2,6.54,322.7,8.05,11.4,TMS 30572,Loam,31.57
1251.1,32.4,6.54,84.5,6.53,150.9,8.78,12.8,TMS 30572,Sandy,26.63
1248.2,29.1,5.26,62.8,5.38,115.3,4.87,26.5,TMS 30572,Loam,23.47
1200.9,26.3,6.3,74.9,6.59,89.1,8.19,8.1,Local,Loam,24.53
1331.1,23.9,4.81,80.2,8.18,91.2,8.6,22.8,Local,Sandy-Loam,19.51
1557.2,30.7,5.61,59.1,7.03,121.8,9.56,30.1,Local,Loam,22.52
1484.9,24.1,5.77,64.6,6.54,126.7,10.33,10.4,Local,Sandy-Loam,23.65
754.5,31.9,7.17,57.8,6.31,92.6,10.91,22.4,Local,Loam,22.75
433.8,26.1,5.81,60.1,6.9,103.6,9.96,12.6,TMS 98/0505,Sandy,25.66
1480.3,31.8,4.46,54.5,7.4,200.7,8.55,24.2,Local,Sandy,16.22
789.9,29.0,4.6,59.2,7.23,203.1,5.09,0.0,TMS 98/0505,Sandy,22.72
1132.6,26.6,6.02,87.0,6.1,135.1,8.56,0.0,TME 419,Loam,29.31
849.0,25.4,6.43,59.0,6.89,39.5,7.57,11.1,Local,Sandy,20.33
659.4,26.0,6.26,71.5,7.08,152.3,11.17,6.1,TME 419,Loam,28.99
1362.4,28.3,6.12,64.0,5.29,213.3,12.27,9.8,Local,Sandy-Loam,26.26
1427.7,27.2,6.81,84.1,6.7,202.2,12.35,12.8,TMS 98/0505,Clay,29.28
1027.0,25.2,5.62,85.7,3.91,164.1,11.89,22.2,TMS 30572,Clay,22.21
422.7,26.5,6.63,80.4,7.08,205.3,9.67,10.9,Local,Sandy,19.85
1036.1,27.2,4.86,73.7,7.29,123.2,8.7,6.8,TMS 98/0505,Loam,30.69
1317.5,20.6,5.37,67.2,7.4,157.7,8.13,11.5,TMS 30572,Loam,26.48
756.3,28.4,4.74,55.7,6.03,79.2,6.23,7.3,Local,Sandy-Loam,21.12
1255.0,24.1,5.81,93.3,6.87,137.5,12.48,5.7,TMS 30572,Sandy,25.65
1195.4,23.5,5.97,60.9,8.21,199.8,9.56,0.0,TMS 30572,Loam,31.31
1373.8,21.9,6.08,78.0,8.2,84.6,6.88,15.7,Local,Loam,22.35
1235.9,21.6,6.04,82.7,6.46,68.3,7.93,9.3,TMS 30572,Loam,26.41
908.1,22.9,5.35,63.3,6.67,125.8,7.83,24.7,Local,Sandy-Loam,21.96
1559.0,24.9,5.87,82.5,7.83,106.4,10.11,0.5,TME 419,Sandy,27.68
1152.4,32.9,4.95,79.2,4.7,158.9,12.67,9.6,Local,Loam,22.26
1191.8,25.4,6.95,90.7,6.11,92.8,9.13,33.1,TMS 98/0505,Clay,23.63
920.0,27.5,5.79,64.4,8.1,223.1,4.37,5.6,TMS 30572,Loam,29.56
1067.0,28.2,5.66,54.6,7.67,42.6,9.53,12.6,Local,Loam,26.19
934.6,27.4,7.11,63.9,6.94,195.2,9.61,2.8,TME 419,Sandy,27.93
1148.1,26.8,5.13,72.5,4.69,74.1,9.44,1.5,Local,Clay,21.36
1713.5,23.4,5.21,70.7,6.44,12.2,8.43,30.5,TMS 30572,Sandy-Loam,20.52
788.4,31.4,5.23,65.3,5.79,134.3,10.54,16.7,Local,Clay,21.28
715.9,32.4,5.95,47.1,6.9,104.7,10.17,16.3,TMS 30572,Sandy-Loam,25.5
1641.4,22.0,6.3,75.6,5.53,53.4,9.94,0.0,TMS 98/0505,Loam,30.17
1137.2,23.9,6.52,93.7,5.27,19.1,11.03,18.6,TMS 30572,Sandy,23.33
999.3,26.2,7.8,75.6,4.02,119.5,8.93,26.6,Local,Sandy,15.31
1512.0,24.1,4.43,77.3,7.97,178.6,8.78,26.5,TME 419,Clay,21.28
1018.3,28.5,6.43,76.9,6.02,155.1,13.45,21.7,TME 419,Loam,29.81
1747.8,24.8,5.61,74.8,6.69,123.4,11.4,3.7,TMS 30572,Clay,26.63
1403.4,33.5,5.59,81.2,6.5,148.7,12.07,18.1,TMS 30572,Clay,23.99
1053.6,30.6,5.57,74.7,5.22,118.4,13.07,21.7,TME 419,Sandy-Loam,23.92
1847.2,27.6,5.36,66.2,4.99,34.2,11.31,0.0,TME 419,Loam,25.77
1018.3,30.1,7.18,60.4,5.29,34.7,12.32,3.8,TMS 98/0505,Loam,27.49
1422.6,30.3,6.59,67.0,5.63,107.8,6.05,23.9,Local,Loam,24.66
1289.8,25.3,6.02,73.8,6.94,110.4,10.51,23.8,TME 419,Loam,27.04
1590.5,24.6,6.95,66.2,5.55,171.1,9.54,0.0,TMS 30572,Sandy-Loam,30.65
1668.5,27.2,4.94,73.8,8.6,165.4,14.19,23.0,Local,Sandy,17.28
1209.6,29.6,5.07,75.3,7.73,156.3,12.32,16.0,TMS 30572,Sandy-Loam,30.48
974.0,27.4,4.48,80.0,7.47,103.2,8.42,22.8,TMS 30572,Sandy-Loam,25.99
1338.0,22.3,5.51,85.4,6.36,37.2,10.93,8.7,TMS 30572,Loam,27.35
996.7,24.6,6.11,70.9,8.32,144.7,10.42,21.5,Local,Loam,23.13
1804.0,26.8,6.07,54.3,6.24,151.5,11.14,23.4,Local,Sandy,20.29
1241.0,26.8,6.1,65.9,6.46,0.0,7.45,11.5,TME 419,Loam,24.5
1090.4,32.9,5.01,70.5,6.7,69.9,10.9,15.2,Local,Sandy,16.91
1255.4,22.8,6.56,48.0,7.34,78.5,9.43,8.5,TMS 98/0505,Loam,29.48
795.9,28.5,6.17,86.7,7.26,127.1,10.71,31.5,TMS 30572,Sandy,23.45
908.5,31.5,6.51,71.7,5.93,71.8,8.19,13.8,Local,Clay,20.57
1560.1,33.8,4.68,74.6,5.86,117.7,8.54,5.8,TMS 98/0505,Loam,25.77
1002.9,25.8,6.22,86.4,7.27,107.4,12.93,7.8,TMS 30572,Sandy,25.55
885.9,28.5,5.17,62.4,7.36,110.5,7.37,16.3,Local,Loam,26.04
1361.0,28.7,5.72,76.9,6.03,77.0,7.56,22.5,TME 419,Sandy-Loam,26.04
1555.7,27.6,6.37,68.7,4.6,81.7,9.87,1.6,Local,Clay,23.93
1415.7,26.7,6.06,67.8,6.25,55.2,8.07,33.5,TMS 98/0505,Loam,28.6
1498.8,28.3,5.4,60.7,7.25,142.8,7.79,18.1,TME 419,Clay,26.07
973.0,19.4,6.0,90.0,8.67,154.3,10.26,19.7,TMS 98/0505,Clay,25.19
773.5,29.0,4.93,65.5,5.06,73.8,6.24,14.0,TME 419,Sandy-Loam,24.53
1650.4,27.4,6.81,78.4,5.99,211.2,7.48,15.2,TMS 98/0505,Sandy,26.86
1103.2,26.3,5.86,47.5,6.03,101.1,15.14,13.5,Local,Sandy-Loam,22.55
1124.8,33.1,6.78,84.2,8.13,211.8,11.15,25.2,TMS 98/0505,Loam,29.21
1598.5,25.0,5.63,82.6,6.46,81.5,8.13,14.9,TMS 98/0505,Sandy-Loam,28.0
1366.9,25.8,5.63,71.2,5.41,0.0,11.05,22.7,TME 419,Loam,22.31
1336.8,33.0,5.47,67.3,7.17,144.1,11.42,10.7,TMS 30572,Sandy-Loam,27.68
1849.5,24.5,6.61,74.8,6.01,134.9,12.49,17.0,TMS 30572,Sandy-Loam,27.0
1006.9,25.3,5.5,97.5,5.03,122.1,9.68,7.0,TMS 98/0505,Sandy,26.32
1478.4,26.6,6.45,48.8,5.43,81.5,12.44,27.2,TME 419,Sandy-Loam,25.78
1217.1,29.5,5.73,79.4,8.58,117.9,4.9,6.7,TME 419,Sandy,25.25
1280.6,27.6,4.62,59.1,6.96,89.3,7.36,11.8,TMS 98/0505,Sandy,23.23
1658.5,23.1,5.6,69.8,6.63,101.9,10.41,11.9,TMS 30572,Loam,27.41
1352.4,25.4,5.17,67.0,6.2,170.5,10.82,11.5,TME 419,Sandy-Loam,27.45
1361.5,25.2,6.02,64.9,6.85,131.1,7.72,22.2,TMS 30572,Loam,28.75
1521.8,26.8,5.17,69.9,6.84,156.6,10.65,11.8,Local,Loam,24.97
1090.5,28.3,6.65,56.4,6.85,106.1,8.44,28.9,TMS 30572,Clay,26.96
948.2,28.3,5.94,82.4,6.64,99.5,9.31,6.8,Local,Sandy-Loam,23.99
886.6,21.7,5.88,48.5,7.54,50.8,12.56,16.7,Local,Clay,19.8
610.1,30.2,6.46,76.5,6.53,97.8,12.27,7.2,TME 419,Sandy,24.05
1816.9,27.8,6.67,66.1,5.33,0.0,7.51,19.2,TME 419,Loam,25.38
869.0,31.2,5.99,55.9,5.77,84.6,7.36,14.8,TME 419,Sandy,23.2
1133.6,28.3,5.46,72.4,4.13,115.1,8.97,13.4,TME 419,Clay,26.35
1117.0,30.3,4.76,51.3,8.93,153.8,9.93,26.9,TME 419,Sandy,21.95
1292.2,28.4,5.52,70.5,7.54,103.9,8.36,8.5,Local,Loam,24.11
1444.7,31.0,5.57,52.9,5.5,140.9,12.6,20.9,TMS 30572,Sandy-Loam,25.94
1458.1,28.6,6.07,75.5,6.16,0.0,10.87,7.3,TME 419,Loam,26.73
1025.1,26.7,5.76,58.9,5.74,116.6,11.02,16.1,TME 419,Loam,27.64
1149.9,33.8,6.48,64.6,8.35,19.2,6.83,3.0,TMS 30572,Loam,24.76
1284.8,29.7,5.57,73.5,4.8,47.5,12.92,8.4,TMS 98/0505,Sandy,25.56
1125.4,28.7,5.96,60.7,6.64,108.8,4.0,14.2,TMS 30572,Loam,26.6
1682.2,23.2,6.83,69.3,6.37,196.6,12.09,33.1,Local,Loam,22.59
1347.3,23.1,6.24,51.8,7.49,142.3,12.34,16.0,TMS 30572,Sandy-Loam,29.59
1420.5,27.9,5.96,77.6,6.38,121.1,8.92,31.5,TMS 98/0505,Loam,30.5
1398.9,27.4,5.58,91.2,4.39,118.8,13.18,17.2,TME 419,Loam,29.31
1552.0,25.2,5.56,100.0,6.2,77.2,9.84,11.1,TMS 98/0505,Clay,25.69
1254.3,27.4,5.4,71.1,5.33,87.4,10.16,30.4,TME 419,Clay,24.02
811.0,31.8,5.62,79.5,6.6,145.6,10.85,19.4,TME 419,Clay,23.33
1319.9,29.1,6.53,48.6,8.22,36.9,17.97,8.6,TME 419,Sandy-Loam,23.49
1004.6,23.6,5.84,88.0,4.41,155.6,13.36,19.7,TMS 30572,Clay,23.52
1041.4,26.7,5.06,79.3,5.54,96.7,11.75,12.1,Local,Loam,21.62
1375.9,24.6,7.24,64.2,5.84,169.5,7.72,0.0,Local,Sandy-Loam,25.54
1571.5,25.8,6.22,84.8,6.04,177.7,10.36,24.4,Local,Loam,22.17
1206.4,25.8,5.02,66.9,7.39,19.6,7.97,25.9,Local,Loam,22.97
1292.6,25.6,5.69,64.5,6.29,85.1,12.06,33.4,TME 419,Loam,28.33
1710.7,23.2,6.08,75.7,7.0,68.7,10.35,19.2,TME 419,Sandy,24.19
1272.2,26.6,7.19,57.2,5.75,11.2,7.19,12.5,Local,Sandy,16.7
1980.5,25.3,5.22,82.3,6.78,58.0,10.2,23.3,TMS 98/0505,Sandy,20.58
1369.7,18.2,6.68,57.3,7.43,266.5,7.88,23.5,Local,Sandy,16.43
671.8,33.2,6.98,57.4,5.62,156.6,10.38,31.4,TME 419,Sandy-Loam,23.87
1426.0,30.3,5.56,59.1,7.44,235.0,7.85,14.6,Local,Sandy-Loam,24.54
